timestamp,subject,task,idx,stim,frequency,direction,azimuth,elevation
2024-09-20 13:58:01.071422,	Sub00,	absolute,	147,	"(311.1269837220809, 24)",	311.1269837220809,	24,	1,	2
2024-09-20 13:58:01.071519,	Sub00,	absolute,	148,	"(783.9908719634984, 21)",	783.9908719634984,	21,	1,	2
2024-09-20 13:58:01.071614,	Sub00,	absolute,	149,	"(466.1637615180898, 22)",	466.1637615180898,	22,	1,	2
2024-09-20 13:58:01.071711,	Sub00,	absolute,	150,	"(587.3295358348153, 23)",	587.3295358348153,	23,	1,	2
2024-09-20 13:58:01.071806,	Sub00,	absolute,	151,	"(523.2511306011972, 23)",	523.2511306011972,	23,	1,	2
2024-09-20 13:58:01.071901,	Sub00,	absolute,	152,	"(830.6093951598904, 24)",	830.6093951598904,	24,	1,	2
2024-09-20 13:58:01.071997,	Sub00,	absolute,	153,	"(207.65234878997256, 22)",	207.65234878997256,	22,	1,	2
2024-09-20 13:58:01.072092,	Sub00,	absolute,	154,	"(415.3046975799452, 22)",	415.3046975799452,	22,	1,	2
2024-09-20 13:58:01.072186,	Sub00,	absolute,	155,	"(391.9954359817492, 23)",	391.9954359817492,	23,	1,	2
2024-09-20 13:58:01.072280,	Sub00,	absolute,	156,	"(554.3652619537442, 22)",	554.3652619537442,	22,	1,	2
2024-09-20 13:58:01.072374,	Sub00,	absolute,	157,	"(391.9954359817492, 25)",	391.9954359817492,	25,	1,	2
2024-09-20 13:58:01.072469,	Sub00,	absolute,	158,	"(184.9972113558172, 23)",	184.9972113558172,	23,	1,	2
2024-09-20 13:58:01.072667,	Sub00,	absolute,	159,	"(739.9888454232688, 21)",	739.9888454232688,	21,	1,	2
2024-09-20 13:58:01.072760,	Sub00,	absolute,	160,	"(440.0, 25)",	440.0,	25,	1,	2
2024-09-20 13:58:01.072850,	Sub00,	absolute,	161,	"(554.3652619537442, 23)",	554.3652619537442,	23,	1,	2
2024-09-20 13:58:01.072940,	Sub00,	absolute,	162,	"(1244.5079348883237, 22)",	1244.5079348883237,	22,	1,	2
2024-09-20 13:58:01.073032,	Sub00,	absolute,	163,	"(659.2551138257397, 24)",	659.2551138257397,	24,	1,	2
2024-09-20 13:58:01.073121,	Sub00,	absolute,	164,	"(554.3652619537442, 24)",	554.3652619537442,	24,	1,	2
2024-09-20 13:58:01.073212,	Sub00,	absolute,	165,	"(195.99771799087466, 24)",	195.99771799087466,	24,	1,	2
2024-09-20 13:58:01.073303,	Sub00,	absolute,	166,	"(329.62755691286986, 24)",	329.62755691286986,	24,	1,	2
2024-09-20 13:58:01.073392,	Sub00,	absolute,	167,	"(440.0, 23)",	440.0,	23,	1,	2
2024-09-20 13:58:02.770481,	Sub00,	absolute,	168,	"(783.9908719634984, 22)",	783.9908719634984,	22,	1,	2
2024-09-20 13:58:02.772224,	Sub00,	absolute,	169,	"(195.99771799087466, 25)",	195.99771799087466,	25,	1,	2
2024-09-20 13:58:02.772528,	Sub00,	absolute,	170,	"(164.813778456435, 25)",	164.813778456435,	25,	1,	2
2024-09-20 13:58:02.772801,	Sub00,	absolute,	171,	"(311.1269837220809, 25)",	311.1269837220809,	25,	1,	2
2024-09-20 13:58:02.772965,	Sub00,	absolute,	172,	"(277.1826309768721, 21)",	277.1826309768721,	21,	1,	2
2024-09-20 13:58:02.773119,	Sub00,	absolute,	173,	"(783.9908719634984, 21)",	783.9908719634984,	21,	1,	2
2024-09-20 13:58:02.773265,	Sub00,	absolute,	174,	"(987.7666025122485, 22)",	987.7666025122485,	22,	1,	2
2024-09-20 13:58:02.773412,	Sub00,	absolute,	175,	"(554.3652619537442, 22)",	554.3652619537442,	22,	1,	2
2024-09-20 13:58:02.773544,	Sub00,	absolute,	176,	"(207.65234878997256, 21)",	207.65234878997256,	21,	1,	2
2024-09-20 13:58:02.773672,	Sub00,	absolute,	177,	"(164.813778456435, 22)",	164.813778456435,	22,	1,	2
2024-09-20 13:58:02.773874,	Sub00,	absolute,	178,	"(369.9944227116344, 24)",	369.9944227116344,	24,	1,	2
2024-09-20 13:58:02.774143,	Sub00,	absolute,	179,	"(261.6255653005986, 25)",	261.6255653005986,	25,	1,	2
